NO_DISTRITO,CO_DISTRITO
Iguaibi,291350710
Ilhéus,291360605
Aritaguá,291360610
Banco Central,291360615
Castelo Novo,291360625
Coutos,291360630
Inema,291360635
Japu,291360640
Olivença,291360645
Pimenteira,291360650
Banco do Pedro,291360655
Sambaituba,291360665
Inhambupe,291370505
Ipecaetá,291380405
Cavunge,291380410
Ipiaú,291390305
Ipirá,291400005
Bonfim de Ipirá,291400015
Malhador,291400025
Ipupiara,291410905
Ibipetum,291410910
Irajuba,291420805
Iramaia,291430705
Novo Acre,291430710
Iraquara,291440605
Iraporanga,291440610
Irará,291450505
Bento Simões,291450510
Irecê,291460405
Angical,291460425
Itabela,291465305
Itaberaba,291470305
Itabuna,291480205
Itacaré,291490105
Taboquinhas,291490110
Itaeté,291500705
Itagi,291510605
Itagibá,291520505
Japomirim,291520510
Itagimirim,291530405
Itaguaçu da Bahia,291535305
Itaju do Colônia,291540305
Palmira,291540320
Itajuípe,291550205
Bandeira do Almada,291550210
Itamaraju,291560105
Itamari,291570005
Itambé,291580905
Catolezinho,291580910
São José do Colônia,291580915
Itanagra,291590805
Itanhém,291600505
Batinga,291600510
Ibirajá,291600515
Itaparica,291610405
Itapé,291620305
Itapebi,291630205
Caiubi,291630210
Itapetinga,291640105
Bandeira do Colônia,291640110
Itapicuru,291650005
Sambaíba,291650010
Lagoa Redonda,291650015
Itapitanga,291660905
Itaquara,291670805
Itarantim,291680705
Ribeirão do Salto,291680710
Itatim,291685605
Itiruçu,291690605
Itiúba,291700305
Itororó,291710205
Itati,291710210
Rio do Meio,291710215
Ituaçu,291720105
Tranqueiras,291720130
Ituberá,291730005
Iuiu,291733405
Jaborandi,291735905
Jacaraci,291740905
Irundiara,291740910
Paiol,291740915
Jacobina,291750805
Caatinga do Moura,291750810
Itaitu,291750815
Itapeipu,291750820
Junco,291750826
Jaguaquara,291760705
Ipiúna,291760715
Jaguarari,291770605
Pilar,291770608
Juacema,291770610
Jaguaripe,291780505
Camassandi,291780510
Cunhangi,291780515
Jacuruna,291780520
Jandaíra,291790405
Abadia,291790410
Itanhi,291790415
Mangue Seco,291790420
Jequié,291800105
Baixão,291800110
Boaçu,291800115
Florestal,291800118
Itaibó,291800120
Itajuru,291800125
Monte Branco,291800128
Oriente Novo,291800130
Jeremoabo,291810005
Jiquiriçá,291820905
Jitaúna,291830805
João Dourado,291835705
Juazeiro,291840705
Abóbora,291840707
Carnaíba do Sertão,291840710
Itamotinga,291840715
Junco,291840720
Juremal,291840725
Massaroca,291840730
Pinhões,291840735
Maniçoba,291840740
Jucuruçu,291845605
Jussara,291850605
Recife,291850610
Jussari,291855505
Jussiape,291860505
Caraguataí,291860510
Lafaiete Coutinho,291870405
Lagoa Real,291875305
Laje,291880305
Lajedão,291890205
Lajedinho,291900905
Lajedo do Tabocal,291905805
Lamarão,291910805
Lapão,291915705
Lauro de Freitas,291920705
Lençóis,291930605
Afrânio Peixoto,291930610
Coronel Octaviano Alves,291930615
Licínio de Almeida,291940505
Tauape,291940510
Livramento de Nossa Senhora,291950405
Iguatemi,291950410
Itanagé,291950415
Luís Eduardo Magalhães,291955305
Macajuba,291960305
Nova Cruz,291960321
Santa Luzia,291960326
Macarani,291970205
Macaúbas,291980105
Canatiba,291980110
Lagoa Clara,291980115
Macururé,291990005
Madre de Deus,291992605
Maetinga,291995905
Maiquinique,292000705
Mairi,292010605
Angico,292010610
Malhada,292020505
Canabrava,292020510
Parateca,292020515
Malhada de Pedras,292030405
Manoel Vitorino,292040305
Catingal,292040310
Mansidão,292045205
Aroeiras,292045210
Maracás,292050205
Maragogipe,292060105
Coqueiros,292060110
Guaí,292060115
Guapira,292060120
Nagé,292060125
São Roque do Paraguaçu,292060130
Maraú,292070005
Ibiaçu,292070010
Piabanha,292070015
Marcionílio Souza,292080905
Mascote,292090805
Pimenta,292090811
São João do Paraíso,292090816
Teixeira do Progresso,292090825
Mata de São João,292100505
Açu da Torre,292100510
Amado Bahia,292100515
Matina,292105405
Medeiros Neto,292110405
Itupeva,292110410
Nova Lídice,292110415
Miguel Calmon,292120305
Itapura,292120310
Tapiranga,292120315
Milagres,292130205
Tartaruga,292130210
Mirangaba,292140105
Nuguaçu,292140110
Canabrava,292140113
Taquarandi,292140115
Mirante,292145005
Monte Santo,292150005
Morpará,292160905
Morro do Chapéu,292170805
Dias Coelho,292170815
Duas Barras do Morro,292170820
Icó,292170822
Ventura,292170830
Mortugaba,292180705
Mucugê,292190605
Guiné,292190610
João Correia,292190615
Mucuri,292200305
Itabatã,292200312
Taquarinha,292200315
Mulungu do Morro,292205205
Várzea do Cerco,292205215
Mundo Novo,292210205
Alto Bonito,292210210
Ibiaporã,292210215
Indaí,292210220
Muniz Ferreira,292220105
Onha,292220110
Muquém do São Francisco,292225005
Muritiba,292230005
Itaporã,292230020
Mutuípe,292240905
Nazaré,292250805
Nilo Peçanha,292260705
São Benedito,292260715
Nordestina,292265605
Nova Canaã,292270605
Itajaí,292270610
Nova Fátima,292273005
Nova Ibiá,292275505
Nova Itarana,292280505
Nova Redenção,292285405
Nova Soure,292290405
Nova Viçosa,292300105
Argolo,292300110
Helvécia,292300115
Posto da Mata,292300125
Novo Horizonte,292303505
Brejo Luiza de Brito,292303510
Remédios,292303515
Novo Triunfo,292305005
Olindina,292310005
Oliveira dos Brejinhos,292320905
Bom Sossego,292320910
Ipuçaba,292320915
Ouriçangas,292330805
Ourolândia,292335705
Palmas de Monte Alto,292340705
Espraiado,292340715
Pinga Fogo,292340720
Rancho das Mães,292340725
Palmeiras,292350605
Caeté-Açu,292350610
Paramirim,292360505
Canabravinha,292360510
Paratinga,292370405
Águas do Paulista,292370410
Paripiranga,292380305
Conceição de Campinas,292380310
Pau Brasil,292390205
Paulo Afonso,292400905
Pé de Serra,292405805
Pedrão,292410805
Pedro Alexandre,292420705
Piatã,292430605
Cabrália,292430610
Inúbia,292430615
Pilão Arcado,292440505
Baluarte,292440510
Brejo da Serra,292440515
Saldanha,292440520
Pindaí,292450405
Guirapá,292450410
Pindobaçu,292460305
Bananeiras,292460310
Carnaíba de Baixo,292460315
Várzea Grande,292460325
Pintadas,292465205
Piraí do Norte,292467805
Piripá,292470205
Piritiba,292480105
França,292480110
Largo,292480115
Porto Feliz,292480125
Planaltino,292490005
Ibitiguira,292490010
Nova Itaípe,292490015
Planalto,292500605
Lucaia,292500610
Poções,292510505
Pojuca,292520405
Miranga,292520410
Ponto Novo,292525305
Porto Seguro,292530305
Arraial D'Ajuda,292530307
Caraíva,292530310
Vale Verde,292530315
Trancoso,292530320
Potiraguá,292540205
Gurupá Mirim,292540210
Prado,292550105
Cumuruxatiba,292550110
Presidente Dutra,292560005
Campo Formoso,292560010
Presidente Jânio Quadros,292570905
Presidente Tancredo Neves,292575805
Queimadas,292580805
Coronel João Borges,292580808
Quijingue,292590705
Algodões,292590710
Quixabeira,292593105
Rafael Jambeiro,292595605
Argoim,292595610
Cajueiro,292595615
Paraguassú,292595625
Remanso,292600405
Retirolândia,292610305
Riachão das Neves,292620205
Cariparé,292620210
São José do Rio Grande,292620215
Riachão do Jacuípe,292630105
Barreiros,292630107
Riacho de Santana,292640005
Ribeira do Amparo,292650905
Ribeira do Pombal,292660805
Ribeirão do Largo,292665705
Nova Brasília,292665710
Rio de Contas,292670705
Arapiranga,292670710
Marcolino Moura,292670715
Rio do Antônio,292680605
Ibitira,292680610
Rio do Pires,292690505
Ibiajara,292690510
Rio Real,292700205
Rodelas,292710105
Ruy Barbosa,292720005
Morro das Flores,292720010
Tapiraípe,292720015
Salinas da Margarida,292730905
Salvador,292740805
Santa Bárbara,292750705
Santa Brígida,292760605
Santa Cruz Cabrália,292770505
Santa Cruz da Vitória,292780405
Santa Inês,292790305
Santaluz,292800005
Pereira,292800020
Santa Luzia,292805905
Santa Maria da Vitória,292810905
Açudina,292810910
Inhaúmas,292810915
Santana,292820805
Porto Novo,292820810
Santanópolis,292830705
Boa Espera,292830710
Santa Rita de Cássia,292840605
Santa Terezinha,292850505
Santo Amaro,292860405
Acupe,292860410
Campinhos,292860415
Santo Antônio de Jesus,292870305
Santo Estêvão,292880205
São Desidério,292890105
Sítio Grande,292890110
São Domingos,292895005
Santo Antônio,292895025
São Félix,292900805
Outeiro Redondo,292900810
São Félix do Coribe,292905705
São Felipe,292910705
Caraípe,292910710
São Francisco do Conde,292920605
Mataripe,292920610
Monte Recôncavo,292920615
São Gabriel,292925505
Gameleira do Jacaré,292925515
São Gonçalo dos Campos,292930505
Afligidos,292930510
Sergi,292930515
São José da Vitória,292935405
São José do Jacuípe,292937005
Itatiaia do Alto Bonito,292937015
São Miguel das Matas,292940405
São Sebastião do Passé,292950305
Maracangalha,292950310
Jacuípe,292950315
Lamarão do Passé,292950320
Sapeaçu,292960205
Baixa do Palmeira,292960210
Sátiro Dias,292970105
Saubara,292975005
Bom Jesus dos Pobres,292975010
Cabuçu,292975015
Saúde,292980005
Seabra,292990905
Baraúnas,292990910
Várzea do Caldas,292990915
Sebastião Laranjeiras,293000605
Mandiroba,293000610
Senhor do Bonfim,293010505
Carrapichel,293010515
Igara,293010520
Tijuaçu,293010525
Serra do Ramalho,293015405
Sento Sé,293020405
Amaniú,293020410
Américo Alves,293020415
Piçarrão,293020420
Cajuí,293020425
Minas do Mimoso,293020430
Piri,293020435
Serra Dourada,293030305
Serra Preta,293040205
Serrinha,293050105
Serrolândia,293060005
Simões Filho,293070905
Sítio do Mato,293075805
Gameleira da Lapa,293075810
Sítio do Quinto,293076605
Sobradinho,293077405
Souto Soares,293080805
Cisterna,293080810
Segrêdo,293080825
Tabocas do Brejo Velho,293090705
Mariquita,293090710
Tanhaçu,293100405
Sussuarana,293100410
Tanque Novo,293105305
Tanquinho,293110305
Taperoá,293120205
Camurugi,293120210
Tapiramutá,293130105
Volta Grande,293130110
Teixeira de Freitas,293135005
Cachoeira do Mato,293135010
Teodoro Sampaio,293140005
Buracica,293140010
Lustosa,293140015
Teofilândia,293150905
Teolândia,293160805
Terra Nova,293170705
Jacu,293170710
Rio Fundo,293170715
Tremedal,293180605
Lagoa Preta,293180615
Tucano,293190505
Uauá,293200205
Caldeirão,293200210
Serra da Canabrava,293200215
Ubaíra,293210105
Baixinha,293210110
Engenheiro Franca,293210115
Ubaitaba,293220005
Faisqueira,293220010
Piraúna,293220025
Ubatã,293230905
Uibaí,293240805
Hidrolândia,293240810
Umburanas,293245705
Delfino,293245710
Una,293250705
Colônia,293250720
Vila Brasil,293250740
Urandi,293260605
Uruçuca,293270505
Serra Grande,293270525
Utinga,293280405
Riachão do Utinga,293280410
Valença,293290305
Guaibim,293290308
Guerém,293290310
Maricoabo,293290315
Serra Grande,293290320
Valente,293300005
Valilândia,293300010
Várzea da Roça,293305905
Várzea do Poço,293310905
Várzea Nova,293315805
Varzedo,293317405
Vera Cruz,293320805
Cacha Pregos,293320810
Jiribatuba,293320815
Mar Grande,293320820
Vereda,293325705
Vitória da Conquista,293330705
Bate-Pé,293330706
Cabeceira da Jiboia,293330707
Cercadinho,293330708
Dantilândia,293330709
Iguá,293330710
Inhobim,293330715
José Gonçalves,293330720
Pradoso,293330730
São João da Vitória,293330733
São Sebastião,293330735
Veredinha,293330740
Wagner,293340605
Wanderley,293345505
Wenceslau Guimarães,293350505
Xique-Xique,293360405
Copixaba,293360410
Iguira,293360415
Abadia dos Dourados,310010405
Abaeté,310020305
Abre Campo,310030205
Granada,310030210
Acaiaca,310040105
Açucena,310050005
Aramirim,310050010
Felicina,310050015
Gama,310050020
Naque-Nanuque,310050028
Água Boa,310060905
Palmeira de Resplendor,310060915
Água Comprida,310070805
Aguanil,310080705
Boticão,310080710
Águas Formosas,310090605
Água Quente,310090607
Águas Vermelhas,310100305
Itamarati,310100320
Machado Mineiro,310100330
Aimorés,310110205
Alto do Capim,310110210
Conceição do Capim,310110215
Expedicionário Alício,310110220
Mundo Novo de Minas,310110225
Penha do Capim,310110230
São Sebastião da Vala,310110235
Tabaúna,310110240
Aiuruoca,310120105
Alagoa,310130005
Albertina,310140905
Além Paraíba,310150805
Angustura,310150810
Alfenas,310160705
Barranco Alto,310160710
Alfredo Vasconcelos,310163105
São José de Pouso Alegre,310163125
Almenara,310170605
Pedra Grande,310170620
Alpercata,310180505
Alpinópolis,310190405
Alterosa,310200105
Divino Espírito Santo,310200110
Alto Caparaó,310205005
Alto Rio Doce,310210005
Abreus,310210010
Missionário,310210015
Vitorinos,310210020
Alvarenga,310220905
Alvinópolis,310230805
Barretos de Alvinópolis,310230807
Fonseca,310230810
Major Ezequiel,310230815
Alvorada de Minas,310240705
Itapanhoacanga,310240710
Amparo do Serra,310250605
Andradas,310260505
Gramínea,310260510
Campestrinho,310260515
Cachoeira de Pajeú,310270405
Águas Altas,310270410
Tancredo Neves,310270415
Andrelândia,310280305
Angelândia,310285205
Antônio Carlos,310290205
Curral Novo de Minas,310290206
Dr. Sá Fortes,310290207
São Sebastião de Campolide,310290215
Antônio Dias,310300905
Hematita,310300910
Antônio Prado de Minas,310310805
Araçaí,310320705
Aracitaba,310330605
Araçuaí,310340505
Engenheiro Schnoor,310340510
Itira,310340515
Araguari,310350405
Amanhece,310350410
Piracaíba,310350420
Arantina,310360305
Araponga,310370205
Estêvão de Araújo,310370210
Araporã,310375105
Arapuá,310380105
Araújos,310390005
Araxá,310400705
Itaipu de Araxá,310400715
Arceburgo,310410605
Arcos,310420505
Areado,310430405
Argirita,310440305
Aricanduva,310445205
Arinos,310450205
Vila Bom Jesus,310450220
Astolfo Dutra,310460105
Santana do Campestre,310460110
Sobral Pinto,310460115
Ataléia,310470005
Fidelândia,310470010
Novo Horizonte,310470015
Tipiti,310470030
São Miguel,310470035
Augusto de Lima,310480905
Baependi,310490805
Baldim,310500405
Amanda,310500410
São Vicente,310500415
Bambuí,310510305
Bandeira,310520205
Bandeira do Sul,310530105
Barão de Cocais,310540005
Cocais,310540010
Barão do Monte Alto,310550905
Cachoeira Alegre,310550910
Silveira Carvalho,310550915
Barbacena,310560805
Colônia Rodrigo Silva,310560807
Correia de Almeida,310560810
Costas da Mantiqueira,310560812
Faria,310560814
Mantiqueira do Palmital,310560819
Senhora das Dores,310560820
Pinheiro Grosso,310560823
Ponto Chique do Martelo,310560827
São Sebastião dos Torres,310560830
Barra Longa,310570705
Barroso,310590505
Bela Vista de Minas,310600205
Belmiro Braga,310610105
Porto das Flores,310610110
Três Ilhas,310610115
Belo Horizonte,310620005
Barreiro,310620025
Venda Nova,310620060
Belo Oriente,310630905
Bom Jesus do Bagre,310630906
Perpétuo Socorro,310630910
São Sebastião de Braúnas,310630920
Belo Vale,310640805
Santana do Paraopeba,310640810
Berilo,310650705
Lelivéldia,310650720
Bertópolis,310660605
Umburaninha,310660620
Berizal,310665505
Serra do Anastácio,310665510
Betim,310670505
Bias Fortes,310680405
Bicas,310690305
Biquinhas,310700005
Boa Esperança,310710905
Bocaina de Minas,310720805
Mirantão,310720810
Bocaiúva,310730705
Alto Belo,310730720
Terra Branca,310730725
Engenheiro Dolabela,310730730
Sentinela,310730735
Pedregulho do Vale,310730740
Machados Serrano,310730745
Camilo Prates,310730750
Bom Despacho,310740605
Engenho do Ribeiro,310740610
Bom Jardim de Minas,310750505
Tabuão,310750510
Bom Jesus da Penha,310760405
Bom Jesus do Amparo,310770305
Bom Jesus do Galho,310780205
Passa Dez,310780210
Quartel do Sacramento,310780215
Revés do Belém,310780220
Bom Repouso,310790105
Bom Sucesso,310800805
Macaia,310800810
Bonfim,310810705
Santo Antônio da Vargem Alegre,310810710
Bonfinópolis de Minas,310820605
Bonito de Minas,310825505
Borda da Mata,310830505
Cervo,310830510
Sertãozinho,310830515
Botelhos,310840405
Palmeiral,310840410
São Gonçalo de Botelhos,310840415
Botumirim,310850305
Adão Colares,310850310
Santa Cruz de Botumirim,310850315
Brasilândia de Minas,310855205
Brasília de Minas,310860205
Angicos de Minas,310860210
Fernão Dias,310860220
Vargem Grande do Bom Jesus,310860240
Vila de Fátima,310860245
Brás Pires,310870105
Braúnas,310880005
Brazópolis,310890905
Luminosa,310890915
Cruz Vera,310890920
Brumadinho,310900605
Aranha,310900610
Conceição de Itaguá,310900615
Piedade do Paraopeba,310900620
São José do Paraopeba,310900625
Bueno Brandão,310910505
Buenópolis,310920405
Curimataí,310920410
Bugre,310925305
Buritis,310930305
Serra Bonita,310930310
São Pedro do Passa Três,310930320
Buritizeiro,310940205
Cachoeira do Manteiga,310940210
Paredão de Minas,310940215
Sambaíba de Minas,310940220
Cabeceira Grande,310945105
Palmital de Minas,310945120
Cabo Verde,310950105
Serra dos Lemes,310950110
São Bartolomeu de Minas,310950115
Cachoeira da Prata,310960005
Cachoeira de Minas,310970905
Itaim,310970910
Cachoeira Dourada,310980805
Caetanópolis,310990705
Caeté,311000405
Antônio dos Santos,311000410
Morro Vermelho,311000415
Penedia,311000420
Roças Novas,311000425
Rancho Novo,311000430
Caiana,311010305
Cajuri,311020205
Paraguai,311020210
Caldas,311030105
Laranjeiras de Caldas,311030107
Santana de Caldas,311030110
São Pedro de Caldas,311030115
Camacho,311040005
Camanducaia,311050905
Monte Verde,311050910
São Mateus de Minas,311050915
Cambuí,311060805
Cambuquira,311070705
Campanário,311080605
Campanha,311090505
Campestre,311100205
Posses de São Sebastião,311100210
Campina Verde,311110105
Honorópolis,311110110
Campo Azul,311115005
Campo Belo,311120005
Porto dos Mendes,311120010
Campo do Meio,311130905
Campo Florido,311140805
Campos Altos,311150705
São Jerônimo dos Poções,311150710
Campos Gerais,311160605
Córrego do Ouro,311160610
Canaã,311170505
Canápolis,311180405
Cana Verde,311190305
Candeias,311200005
Cantagalo,311205905
Caparaó,311210905
Capela Nova,311220805
Capelinha,311230705
Chapadinha do Ipê,311230720
Capetinga,311240605
Goianases,311240610
Capim Branco,311250505
Capinópolis,311260405
Capitão Andrade,311265305
Capitão Enéas,311270305
Caçarema,311270310
Santana da Serra,311270320
Capitólio,311280205
Caputira,311290105
Caraí,311300805
Marambainha,311300810
